LR,Heads,Embeddings,Block Size,Batch Size,Layers,Size,final_loss,total_training_time,Step 0 Loss,Step 100 Loss,Step 200 Loss,Step 300 Loss,Step 400 Loss,Generated Text
0.0003,2,128,32,32,2,"[1024, 86]",2.272207021713257,10.190999746322632,4.5705,2.7715,2.5877,2.4395,2.3334,"urrase tra ced yopou bele sight.""\nGramy sednouid chatthempphd ar ain the ay blyonewth Groaldottaithe"
0.0003,2,128,32,32,4,"[1024, 86]",2.216815233230591,17.51342010498047,4.6068,2.7036,2.5146,2.3521,2.2527,"toex she mif\nchistis itean yo cot slidgurn. thaif . ""Y\n""Durned, foldseined and in“ of but becou;t an"
0.0003,2,128,32,32,6,"[1024, 86]",2.1287283897399902,27.220348358154297,4.6387,2.6701,2.4826,2.3105,2.1906,"hick hars hsp or if hiese call, and\nwhac all moof the ounc. hatrit Elalg a ine ant one in wosy the w"
0.0003,2,128,64,32,2,"[2048, 86]",2.4052300453186035,11.806309223175049,4.5343,2.7469,2.5975,2.5087,2.4437,"caned rou lers on as. ah hats\nAra bed at Gro\nlenappasth low ls s\nbasis 3~ mead.\n""\nfnen Thand\nPran gh"
0.0003,2,128,64,32,4,"[2048, 86]",2.3499436378479004,18.59888792037964,4.6316,2.7174,2.5477,2.4414,2.3409,"y7""IHE Ak tuacR EANCG3z\nO0 Ais be Swhelaritond hill. The\nThe tala he hid, Hencawhat foy and. The wou"
0.0003,2,128,64,32,6,"[2048, 86]",2.2893483638763428,25.79426145553589,4.5801,2.6702,2.5177,2.4162,2.3023,"herrgeng ad.\n""– oowim wecotsp wate frrourd hed risf –\nto lento willd oube he cirsilb. ""Ple is hode"
0.0003,2,128,128,32,2,"[4096, 86]",2.5234951972961426,13.847304582595825,4.5854,2.7655,2.6141,2.5516,2.5032,"thead aroronoke lhara as aseld on ca\npl diled breursantoranolpens'thedid m t whithe dthes, mat acot,"
0.0003,2,128,128,32,4,"[4096, 86]",2.491065502166748,23.08799457550049,4.5749,2.7039,2.5704,2.5100,2.4649,"Seaisllod sbly wh m!""Yolwerrime gat cirspe ile des asmed omen hans ngncotun, inea any, w.\nongeracip"
0.0003,2,128,128,32,6,"[4096, 86]",2.394777297973633,30.301985263824463,4.7296,2.6832,2.5497,2.4843,2.4291,"Ch fepah he a gritidocel parstareent orde ad mirsheap, ghe sumarewan\nakait tof oteain.\n""Surin orofur"
0.0003,2,128,32,48,2,"[1536, 86]",2.2354981899261475,12.555802345275879,4.6215,2.7500,2.5598,2.3993,2.2893,"leilliebelais cingse tuos madd careme ensy hes\ntharmis griewes ised, is, hall,\n""I neaillqDoelidd\nTe"
0.0003,2,128,32,48,4,"[1536, 86]",2.068331003189087,19.62511944770813,4.6650,2.7023,2.4788,2.3050,2.1758,"nothe cicas a wal willin wibanic2\nTou st\nf%op do%mes, ain's nom\ncough!""\nAved.\nSuond dit fere\ntround"
0.0003,2,128,32,48,6,"[1536, 86]",2.151764154434204,26.95393204689026,4.6548,2.6584,2.4419,2.2728,2.1380,"aread he."" Iven sire mol nisyackiuncest aon.. Cht Greata\nfore crom pand\ndely cred ne belen ro aved."
0.0003,2,128,64,48,2,"[3072, 86]",2.341686248779297,13.392303943634033,4.5658,2.7581,2.5896,2.4837,2.3823,"in si\n5of on'at w, co tha sisst aticefallidd lim. Tuou no\nd\nhimet Aithererf tist stres. Eutid be th"
0.0003,2,128,64,48,4,"[3072, 86]",2.239198684692383,19.61611843109131,4.6254,2.7052,2.5323,2.4315,2.2922,"bet ruat tren, Kayou no drded deXiiish you ra mangllled ofe,""\nwast bse had w. Non me wVairlDazle.""\n"""
0.0003,2,128,64,48,6,"[3072, 86]",2.20487117767334,28.381933212280273,4.5864,2.6521,2.4993,2.3849,2.2419,"mallak jut. Iok amick gu k!"" Andkin it and alfe smoryahe splek coudlitesh u€ed up can."" tul, butroup"
0.0003,2,128,128,48,2,"[6144, 86]",2.462371587753296,18.484768390655518,4.5802,2.7466,2.5924,2.5276,2.4836,"ay sarreprild. ""are sur ou tJerer bmilat sthe ceetrid tha t fisupenranded caertore, orarrbefind\nfut"
0.0003,2,128,128,48,4,"[6144, 86]",2.44716477394104,29.296510934829712,4.7386,2.6956,2.5614,2.4930,2.4364,"Burceytha wed wheruelakes the win he t hanof th je adwal.\n""\ntharitancou aned thta am enis s. s. seru"
0.0003,2,128,128,48,6,"[6144, 86]",2.324528217315674,41.031394243240356,4.5980,2.6707,2.5318,2.4641,2.3884,tulit thel. Haweg wata shels ysor oughth the st thico be chey meurs re thamak\nnouas Pe owprddllldsit
0.0003,2,128,32,64,2,"[2048, 86]",2.285547971725464,13.687999725341797,4.5395,2.7318,2.5141,2.3371,2.2316,"Ohatyor in ou win thes hempef cere die thas avperord fhif ad tod ava saicire tp Ms\nwalecpBe her, its"
0.0003,2,128,32,64,4,"[2048, 86]",2.158841609954834,21.00325632095337,4.5833,2.6777,2.4509,2.2729,2.1390,"Gratta we ating, his klarfuise, afly lo be\nstles of foor He the makgnteple ershowelo hrout. 4ist a s"
0.0003,2,128,32,64,6,"[2048, 86]",2.0586323738098145,28.101428508758545,4.6461,2.6447,2.4043,2.2152,2.0800,"his st and. They toccrice, ham hown whallave wastae% they ham hus ing."" Asken! Grared.\nDour Iured wn"
0.0003,2,128,64,64,2,"[4096, 86]",2.3358540534973145,16.339701652526855,4.6681,2.7376,2.5646,2.4732,2.3646,"and.\nMramout Grahtandd aweitt\ns the yok.\nCAon The ther\nars ake ailighs hist we fey. Aneved. Grasith,"
0.0003,2,128,64,64,4,"[4096, 86]",2.2212700843811035,23.602921962738037,4.6569,2.7009,2.5186,2.3930,2.2506,"of; TEI Appor Em hi da she bead- sinto blay freg., ane smat foodile\nwantit thoowht\nho mil s maw wayo"
0.0003,2,128,64,64,6,"[4096, 86]",2.118549346923828,31.926154136657715,4.5749,2.6480,2.4819,2.3437,2.1828,"toun mat his him, is, wile yore en sice arn four lon the an ath\njor ass briild, in\nChe Grata padinge"
0.0003,2,128,128,64,2,"[8192, 86]",2.4801905155181885,20.220185041427612,4.6154,2.7536,2.5931,2.5271,2.4807,"Gan wiereresm fr at!""lld Weya herne Cce spave we fo a theadezookerout\ncate peely ard t.omatonde\nered"
0.0003,2,128,128,64,4,"[8192, 86]",2.4172186851501465,32.16302680969238,4.5669,2.6922,2.5472,2.4805,2.4242,"ucn trekl ed rof thiq uaned.\nTuad hed Yes slsurzat me ayofoubed ue tesed aves sa,\nbist, aya t sint w"
0.0003,2,128,128,64,6,"[8192, 86]",2.290395498275757,43.98456573486328,4.6652,2.6782,2.5295,2.4551,2.3677,"us byDe w˜h bl thak fey. âin.\n""Gojathes wo igh. Arad owaid m hour renerof Nand Naveced\nad he trllllp"
0.0003,3,192,32,32,2,"[1024, 86]",2.2383813858032227,14.57099986076355,4.6368,2.6597,2.4526,2.2906,2.1756,"""Teead heis saw urcang the gom herous ief tyok s over, of Pus you his.idr smeftrontiang hav or oun t"
0.0003,3,192,32,32,4,"[1024, 86]",2.0134754180908203,24.202311277389526,4.6571,2.5947,2.3873,2.2169,2.0836,"Toklow, well, smeneas the wish youhn hvell\nhn trour Grata the thir trick louered ta Eed and trind co"
0.0003,3,192,32,32,6,"[1024, 86]",1.9459123611450195,33.08526301383972,4.5797,2.5856,2.3718,2.2003,2.0645,"hil stion wis.""\nS1 Pyour EA ISElent CHAMV save An indin marned. Anayah mas the soeeforearn to co sha"
0.0003,3,192,64,32,2,"[2048, 86]",2.229776620864868,14.706820726394653,4.6417,2.6584,2.5119,2.4114,2.2859,"para gh le. Geane smale, bose na and ea att,Ses!"" ay Co this d\nTherO\nVithly ger of l's allorece mali"
0.0003,3,192,64,32,4,"[2048, 86]",2.130122661590576,24.279053926467896,4.6481,2.6089,2.4545,2.3170,2.1712,"mype gum. The uand Gratta vinersh mall. Whe\n""Wentar meus tosked whas aved won we thil.\n""Soledse hang"
0.0003,3,192,64,32,6,"[2048, 86]",2.0688042640686035,33.86811399459839,4.7285,2.5853,2.4379,2.2747,2.1110,"hil Tak ar hin thouts tl cemegatst, and his es mene kpoulp.""\nKed the hoy fres dle, had dimpat€al hop"
0.0003,3,192,128,32,2,"[4096, 86]",2.4003052711486816,18.420066595077515,4.6951,2.6520,2.5370,2.4810,2.4226,with istheld sie. Yond therreasede wheande\nsdeam. It\nsome\nafurell\ntin at trnd a. soup TEAY\nAwacst he
0.0003,3,192,128,32,4,"[4096, 86]",2.2854771614074707,31.96177387237549,4.6769,2.6062,2.5007,2.4312,2.3496,"rear in, amonermoaty lowed toorse\non an arebs dan. Aront id nara horere aiveff meril\not bs.\n""Yenenee"
0.0003,3,192,128,32,6,"[4096, 86]",2.199227809906006,44.73115277290344,4.6400,2.5869,2.4844,2.4035,2.2963,"he subfin as to was cren dien hack prin aght sfof cub hie byoug tof\nberiljuI y. Grttaimacett, d herr"
0.0003,3,192,32,48,2,"[1536, 86]",2.142271041870117,15.689349174499512,4.5870,2.6302,2.3901,2.2252,2.1144,"atad la. SEAIX PivyUh\nA1Mt. KACCHAATEANQG YE jERB way fred AY\nTEKAPMcKV7ITM,I A\nS;ing Graiatta surhe"
0.0003,3,192,32,48,4,"[1536, 86]",1.9654102325439453,23.908953189849854,4.6308,2.5872,2.3445,2.1497,2.0252,"may.\nSEA Glatte as wony thad to you\nPyr%on? Nime Chal brrong\nto smeidg as I Yathen\nAyah or,\nanatirin"
0.0003,3,192,32,48,6,"[1536, 86]",1.9586719274520874,32.6643590927124,4.5262,2.5458,2.2985,2.1068,1.9675,gay reare\nve cabe loke sa6 He siff notherp Pesire ras the ol ragaed. Namalk.\nAnayah agfaif suled gun
0.0003,3,192,64,48,2,"[3072, 86]",2.179053783416748,16.384507656097412,4.6457,2.6382,2.4810,2.3393,2.1834,"brin lomp an com they\nmim farayet anst wh hs pof wa looncel on acker wor hadeubser.""\nAnoce ea's same"
0.0003,3,192,64,48,4,"[3072, 86]",2.0097343921661377,25.08772349357605,4.6849,2.5924,2.4356,2.2675,2.1024,"whed gand coll silled bell toghtons anent, aluy This\nlan't thesis ionen."" ""Cand shas bere8\nPithe jub"
0.0003,3,192,64,48,6,"[3072, 86]",1.968438744544983,35.62399935722351,4.5973,2.5629,2.3891,2.1959,2.0253,"6ATEKAPThisQ of Grata hademmenef the ters oup 1\n43\ncor TEAY\n–APE\nAN wallynegan briy, Ack ploker.\nChe"
0.0003,3,192,128,48,2,"[6144, 86]",2.2831900119781494,23.35786771774292,4.6503,2.6422,2.5237,2.4528,2.3704,"Penoncs wout ah cekvirswas, ck a yruston"" on ow.""\n""Esell wed this wis hht sisto 7hhe tas thilatis ad"
0.0003,3,192,128,48,4,"[6144, 86]",2.246762275695801,41.1677303314209,4.6564,2.6099,2.4961,2.4123,2.2972,"CAMM3(\nCAPTSEARIV ""Wher min AN lichaghas midnt t has ricid co\n3E DEr J€E APKAAPCAPTEAN AME4R we SN T"
0.0003,3,192,128,48,6,"[6144, 86]",2.13649845123291,53.36959767341614,4.6346,2.5797,2.4711,2.3733,2.2103,"toded and ordokr haras, smis.\n""Tay hys sas somekere\nsoubsay thaing te an sle. ""Ye sins hiss gal-, ha"
0.0003,3,192,32,64,2,"[2048, 86]",2.0575077533721924,17.18027091026306,4.5615,2.6087,2.3531,2.1780,2.0745,a fernadd. I fors hap nad and ta. Wliok. He was you moked and ad and on do s degilp. Ml4\nI TEl the f
0.0003,3,192,32,64,4,"[2048, 86]",2.0108320713043213,25.974947929382324,4.6026,2.5467,2.2830,2.0948,1.9777,"larre fat the rubs Faxch turney w\nsall hie coung callls fentent your at ton to willy, yua3 Namall\nut"
0.0003,3,192,32,64,6,"[2048, 86]",1.9487942457199097,35.78611612319946,4.6618,2.5343,2.2653,2.0625,1.9235,"Compare atat to of took\na's tor, as stican of I\nce to\nhis stiowle!"" Aid smon thas rellows ilf Thes o"
0.0003,3,192,64,64,2,"[4096, 86]",2.1064412593841553,18.735552549362183,4.6439,2.6299,2.4591,2.2834,2.1346,"""Cowaspill anat the us pow's mangut\nwas there\ngor, Grathate.""""Yan ille he fouls ince\nnah md wittilly"
0.0003,3,192,64,64,4,"[4096, 86]",2.0156235694885254,31.29752278327942,4.5722,2.5775,2.4069,2.1997,2.0232,"to Rubordion the hap with saw awill brobe was to abe foreations smed he\ncht ive bece hing hate had."""
0.0003,3,192,64,64,6,"[4096, 86]",1.9479014873504639,41.96842074394226,4.5651,2.5539,2.3711,2.1616,1.9861,"A6f – HAYou.f Theuws harchells\nwo dell, the ce wes ren and uncirth.\n""I bice as rast dmavernst heppan"
0.0003,3,192,128,64,2,"[8192, 86]",2.298219919204712,29.88616108894348,4.5444,2.6342,2.5159,2.4506,2.3650,"This aly – anxd ight takmelfer. ""Bissil bu dist hith?""\ny asterouon ieis des G\nAlof fos winen mean ow"
0.0003,3,192,128,64,4,"[8192, 86]",2.1681880950927734,51.53495264053345,4.5863,2.6028,2.4816,2.3819,2.2195,"ug had mill. To ""We ith miel to fa.\nArallen'sf ifidndened lonke wecainrerted was them shts\nsand ste"
0.0003,3,192,128,64,6,"[8192, 86]",2.074859619140625,73.0722975730896,4.6271,2.5704,2.4481,2.3384,2.1656,"fell ant to arden buretentelyah coy he\nplasmithe wrous sower und and as schis alarg, abed biaigh\nalo"
0.0003,4,256,32,32,2,"[1024, 86]",2.013308048248291,16.66723871231079,4.5941,2.5872,2.3414,2.1946,2.0809,"had tao millike aries wir could an the Gratratta. Atta wos ladd,  we hity hin han deneastwit om ther"
0.0003,4,256,32,32,4,"[1024, 86]",1.9433560371398926,28.566452026367188,4.6483,2.5487,2.3017,2.1280,1.9858,that yous Grod fal weorts El V We in Grata\ncuzs had the as beatrountroon looke proover skids. The at
0.0003,4,256,32,32,6,"[1024, 86]",1.8643720149993896,39.36903405189514,4.6174,2.5217,2.2680,2.0786,1.9523,"Oce not the he fouve vo thats's whek\ninsst, noded the o werrporght?""\nAtheer lanced the lowned back h"
0.0003,4,256,64,32,2,"[2048, 86]",2.070894956588745,16.82425332069397,4.6285,2.5833,2.4385,2.2843,2.1290,"AN\nEC I Youw buthiorsin has allsewn dEy over beabs Grat n't acke smarhe\nwarkeas, ak the the coupt Gr"
0.0003,4,256,64,32,4,"[2048, 86]",2.0481760501861572,28.580722332000732,4.6757,2.5634,2.3965,2.2044,2.0442,smile bere ucheve it the twerien not\nto in forwassthad ran w thernowan waosith.\n©rirs noter3S\nSEAB~E
0.0003,4,256,64,32,6,"[2048, 86]",1.9561891555786133,40.37937331199646,4.6603,2.5264,2.3730,2.1719,1.9966,"in of the, bo witiugh driestress. ""Ch viefur do fe the st ot that\nof kip they, up as tuom ias.\nThe f"
0.0003,4,256,128,32,2,"[4096, 86]",2.245884418487549,22.21201992034912,4.5665,2.5855,2.4850,2.4122,2.2956,"3wast war erald to witenshke. And\nd hy to dey trin ayat imaidyout Ond, Twou\nmilonisell ""Nit ther the"
0.0003,4,256,128,32,4,"[4096, 86]",2.146226167678833,36.689380168914795,4.5744,2.5486,2.4625,2.3704,2.2171,"lecrshis brogh af wa Tt hackead e wily.""His Arqut,\nNais le id aror thee Chey\nmouwarilncis il ht ing\n"
0.0003,4,256,128,32,6,"[4096, 86]",2.04482364654541,52.41234230995178,4.5719,2.5493,2.4443,2.3311,2.1286,"of bith aveghe s heell an. Wh. The tuoupl in on. He is gwill arot\nbew cat mad sprat.\n9""Youist me ple"
0.0003,4,256,32,48,2,"[1536, 86]",1.9942048788070679,17.862176418304443,4.6125,2.5613,2.2913,2.1233,2.0108,"Aithe mastranyah fors shuig\nAnayyah's ondyer und hin hom culland\namenaempls.\n""I marty he call aid th"
0.0003,4,256,32,48,4,"[1536, 86]",1.8721240758895874,27.92374610900879,4.6192,2.5062,2.2278,2.0434,1.9183,"a fare cubs this smTerraill thes.\n• sut9 Thell umpled?"" ""Do\n""Ve you strostrely arly Pyrrased anked\ny"
0.0003,4,256,32,48,6,"[1536, 86]",1.7898637056350708,39.01409125328064,4.7405,2.4822,2.2217,2.0320,1.8908,"Cle berud word his paws duzls of arriithem.""\n""Anayah as sood look cound alled\nstrached to of the Pyr"
0.0003,4,256,64,48,2,"[3072, 86]",1.9936271905899048,17.450404167175293,4.6681,2.5795,2.3905,2.1942,2.0692,"unbowng wed arlooke of stby en thor Che Py Ell fithe\nmorid and ce po Pir him. ""El; mou gy of the Ret"
0.0003,4,256,64,48,4,"[3072, 86]",1.9247077703475952,29.585965156555176,4.6160,2.5459,2.3564,2.1375,1.9623,"chamen graig and lookies read, thed.\n""\nThough efor and woor pusemarnoon a nowed frocquit\ndoned.\n""I P"
0.0003,4,256,64,48,6,"[3072, 86]",1.8311983346939087,39.69192337989807,4.5851,2.5063,2.3096,2.0801,1.8931,"CEDION ""D. W"" nown my iceny of onf an ton\nChang bahed our, bot the befrom tookire\nfor the care dist."
0.0003,4,256,128,48,2,"[6144, 86]",2.1699230670928955,24.788320064544678,4.6452,2.5853,2.4780,2.3958,2.2819,"C2ANTE Na €of 3S\nCHiourppiAYMDled as had spared be overnides t aved hepprears wo fin\n4\nCEID˜""TEUY\nSI"
0.0003,4,256,128,48,4,"[6144, 86]",2.0678937435150146,43.74685883522034,4.6109,2.5422,2.4308,2.3012,2.1104,are and ae sme trowill goroucl-t wing\nyoutre El dore youhis pegh ther aircourviegs. Yeimon is\nwill g
0.0003,4,256,128,48,6,"[6144, 86]",1.9305453300476074,62.792269229888916,4.6287,2.5320,2.4201,2.2620,2.0223,"G7˜'MB SEM)\nEAN – fleKA lart bow mould fard faind elled sa3, a E\nAnathaf if BuBenyacopheropll sow! m"
0.0003,4,256,32,64,2,"[2048, 86]",2.0192739963531494,18.18380904197693,4.6621,2.5400,2.2524,2.0777,1.9621,tuor\ngoed\nto dide.\nGratta ato in frow a scorthe rigem. Tikn the Gratta. Hickatt Bearse the\njuPrumare
0.0003,4,256,32,64,4,"[2048, 86]",1.8470585346221924,28.79699420928955,4.6461,2.4851,2.1871,1.9928,1.8679,QuN of rachue.\nGratta s bnothed up intirst. Thaking thors\nsaifterealYed Anayah now at the ot\nenugh a
0.0003,4,256,32,64,6,"[2048, 86]",1.7206817865371704,41.679396867752075,4.4908,2.4465,2.1518,1.9450,1.7976,"EAY N as and lown. I will look ""Gotterpha smor we\nbut wile nottled tima fend. Whe ut\na you dumS\nsise"
0.0003,4,256,64,64,2,"[4096, 86]",2.021007776260376,21.06497097015381,4.6488,2.5700,2.3987,2.1887,2.0431,"SERSER for and thee maned?""\n""I Gratta thes severe orshis teppoined.\nThinfte this crut Efacen Chieffu"
0.0003,4,256,64,64,4,"[4096, 86]",1.8434982299804688,36.80144906044006,4.6027,2.5211,2.3185,2.0772,1.9009,"fat bre pret waul elitin the had alke the\nwalt be gach frosshat famie, ham he ladde\ntuone thatwings"
0.0003,4,256,64,64,6,"[4096, 86]",1.8212047815322876,47.05850625038147,4.6365,2.4995,2.2927,2.0362,1.8576,"ashim plige inkion is the.""\nGratta led taked per won't ind smelid stededep. Ot an as bs\nhis maeuust"
0.0003,4,256,128,64,2,"[8192, 86]",2.083629846572876,30.75474262237549,4.6297,2.5777,2.4609,2.3569,2.1925,"wasemmantt treaka san, tably.""\nA hed phazirs, weaI cailsed, and yebat use\nruchece malit Nommat?\nGrab"
0.0003,4,256,128,64,4,"[8192, 86]",1.9856997728347778,61.225687980651855,4.6620,2.5443,2.4291,2.2921,2.0969,"thow seek. The afoughfe el.""\nGratta theyarded his Plearlall\nthe byahe sief at wou mas The a an no so"
0.0003,4,256,128,64,6,"[8192, 86]",1.917988896369934,76.5898334980011,4.6296,2.5234,2.3985,2.2111,2.0045,"les thoure the crobles,\nfald then en had farr og as a dold the allin takesthe\nseow thir ourteny of G"
0.0003,6,384,32,32,2,"[1024, 86]",1.8539713621139526,18.938769578933716,4.5544,2.4843,2.2094,2.0391,1.9389,"o’ Weuzirs."" Go6 Takne four mesaid, coved enceb, at forias monary to rable, ange thevin wiir\ncors ma"
0.0003,6,384,32,32,4,"[1024, 86]",1.8304108381271362,33.52352738380432,4.5872,2.4538,2.1760,1.9980,1.8678,"werelted and the manaps. He twermes\nall anuSle."" Gratta lookionly a pood, ass ivear, lifing, facks h"
0.0003,6,384,32,32,6,"[1024, 86]",1.7775318622589111,49.712780714035034,4.6016,2.4424,2.1497,1.9517,1.8400,"17\nSeAN THE Arpassal sewil oupon and out the tume. Namamalted to nelh manuw,\nand now as rellegive.""\n"
0.0003,6,384,64,32,2,"[2048, 86]",1.8790861368179321,20.217392206192017,4.6614,2.5104,2.3144,2.1018,1.9685,"Pele som they atheuzriall\nsoll, byahke oleght laas nor thee for twed thiss.\nAnas hickleclfted. Gratt"
0.0003,6,384,64,32,4,"[2048, 86]",1.8084166049957275,36.36460995674133,4.6253,2.4889,2.2733,2.0258,1.8675,"k brwout to the rivirss cubve be core still, but witurn\nof that maeuwn, ban gany have seradred to li"
0.0003,6,384,64,32,6,"[2048, 86]",1.8144830465316772,52.06710600852966,4.5167,2.4838,2.2621,2.0036,1.8326,cheet to. Whis we could fer slooke whightery was\nk yah nuet with butts mans you the thace his\nnort f
0.0003,6,384,128,32,2,"[4096, 86]",2.0157175064086914,28.03950786590576,4.5556,2.5330,2.4212,2.2876,2.1019,"""Wo shisuon treat, ""Yould and none che\nlownight pary. It she wole wor hor this. 36\nCHANa– HAPTEAPT T"
0.0003,6,384,128,32,4,"[4096, 86]",1.9162380695343018,51.75837159156799,4.6401,2.5123,2.4044,2.2188,1.9973,"tecer ithey caven of tle.""\nGrat, ving to cany a cored ind fabe that him se\ngrebut hat smonl. ârdeyer"
0.0003,6,384,128,32,6,"[4096, 86]",1.8956836462020874,77.71267414093018,4.5813,2.5002,2.3734,2.1447,1.9316,"Gratta towned couldented mauws wathe bursChimef unne yound\nge to seek aswerms bation, wan' inly fom"
0.0003,6,384,32,48,2,"[1536, 86]",1.9039031267166138,20.199169158935547,4.5823,2.4597,2.1540,1.9854,1.8786,"prives.""\nGratta trabound bet looked buzile a\nfrom therust. Him heave er\nelpody Greath had to Tne to"
0.0003,6,384,32,48,4,"[1536, 86]",1.6959201097488403,34.19265174865723,4.6986,2.4203,2.0867,1.9013,1.7790,ruidinsPelp a and oness. Gratta startabned and than The astall repoongiver deir\ninper with they noth
0.0003,6,384,32,48,6,"[1536, 86]",1.721822738647461,48.37830090522766,4.6560,2.4105,2.0877,1.8818,1.7529,"and Elyor this do left this anreat -ort But int The\nSurnes landsea's.""\nGenta rall!""\n""What your ty\nhi"
0.0003,6,384,64,48,2,"[3072, 86]",1.944749355316162,23.33448815345764,4.7531,2.5065,2.2696,2.0423,1.8997,"2S in they todden, und\nslord humps arearts a him onsent tly for whiorn, and anday hoon,\nhave thookin"
0.0003,6,384,64,48,4,"[3072, 86]",1.7424521446228027,40.47619652748108,4.5372,2.4696,2.2152,1.9466,1.7799,"""Some, ""I ackint the we sneoach alvo foll ing tuon.\nHe to e ofatcil amy any exce semped, end\na Anaya"
0.0003,6,384,64,48,6,"[3072, 86]",1.670946478843689,58.317256927490234,4.5929,2.4494,2.1614,1.8896,1.7292,"70 THE SE BIP""Ned ound Kana's weaturne\nonterser to Trie or had no. So eyas met off-\nwoure freacith t"
0.0003,6,384,128,48,2,"[6144, 86]",1.9272311925888062,37.97529911994934,4.6449,2.5227,2.4038,2.2263,2.0063,"a was to withaiklow len of ow, noyah our didgat bous any. El\ntwek are laterncrrich othad diesfuon sh"
0.0003,6,384,128,48,4,"[6144, 86]",1.8649684190750122,69.62800526618958,4.5817,2.4994,2.3660,2.1297,1.9146,"aflower Gratta figh ing the had Arphadned ave snstsicem.\n""Atted, usk and but beuchs tuone't\nto at ll"
0.0003,6,384,128,48,6,"[6144, 86]",1.7820051908493042,99.64791297912598,4.6184,2.4881,2.3381,2.0582,1.8421,"Aidd cus wouldirgh Kan King trough\nPrrias and tas saure sque ities, and deche sled tining the\nside."
0.0003,6,384,32,64,2,"[2048, 86]",1.8472110033035278,21.86656379699707,4.6457,2.4280,2.1096,1.9421,1.8356,"the aron exd teled and puon him pur the\ncir.\nRou Verowline the wal have so dide onty ten, thas smaul"
0.0003,6,384,32,64,4,"[2048, 86]",1.6598109006881714,36.76312732696533,4.5863,2.3695,2.0489,1.8556,1.7466,to notho the toward. Anayah recent the that. I donse pries ivly to no\nesso neling. Gratta so to sto
0.0003,6,384,32,64,6,"[2048, 86]",1.6720412969589233,52.16831040382385,4.6509,2.3632,2.0175,1.8168,1.6939,"""Selt. ""Ioke has he mive. Gratta waked.\nAlposed. Fing Gratta to came two finuld his corfulse. Gor, b"
0.0003,6,384,64,64,2,"[4096, 86]",1.807375431060791,28.203728675842285,4.6276,2.4781,2.2185,1.9948,1.8533,"his allsliss, bout and whis I mave rided\nArphned for the traused, ""Re the cubs, seed thep two smille"
0.0003,6,384,64,64,4,"[4096, 86]",1.714967131614685,49.210514068603516,4.5617,2.4587,2.1605,1.8856,1.7279,"""Take my fives maeu hem beincal. But knot tooked\nhotly un\npoube of ingen ald dittrast, the degantion"
0.0003,6,384,64,64,6,"[4096, 86]",1.6904642581939697,72.62718367576599,4.6033,2.4378,2.1208,1.8688,1.6894,"bit sight the from hist frearsed, he suered. Beriyah\nwill he? Thar woill Dof mauens of thu ens eneen"
0.0003,6,384,128,64,2,"[8192, 86]",1.9417186975479126,47.49542450904846,4.5767,2.5140,2.3743,2.1624,1.9556,choperat led the tuon the Ove. That y snowl hanty smaeuch re deptode\nazition.\nGrtta then the and. Wi
0.0003,6,384,128,64,4,"[8192, 86]",1.7352087497711182,85.24655508995056,4.6050,2.4890,2.3297,2.0474,1.8342,"youn com tuon intre. He hother penters! Jurs as Ana\nfloirph, they go carely winge ons Taka ple. He s"
0.0003,6,384,128,64,6,"[8192, 86]",1.6906037330627441,122.4789969921112,4.4949,2.4762,2.2936,1.9846,1.7678,"tho cle\nturned anstattansed the ratty's tuons charries.\n""Gor was a pragabt, as cherdses head wait\nth"
0.0003,8,512,32,32,2,"[1024, 86]",1.863070011138916,24.277870416641235,4.6790,2.4375,2.1369,1.9850,1.8850,"would. The ou wermy in a llooke emains, ind's and gent the\nof This ang €ir Anayah. I whelpagaion ild"
0.0003,8,512,32,32,4,"[1024, 86]",1.7268309593200684,42.12913918495178,4.6591,2.4101,2.0870,1.9005,1.7982,"Kinjught.""\nKname have hadid as not lisg nech.\n""Comm tuon the Pestiand lood. Srived\nthe whowle toorke"
0.0003,8,512,32,32,6,"[1024, 86]",1.6547799110412598,60.19693636894226,4.6740,2.4204,2.0954,1.8923,1.7778,"is tuons. This plie to uch to crickly cable his, and This quinge.\nGratta a\nmoved af hore at hurad re"
0.0003,8,512,64,32,2,"[2048, 86]",1.8582518100738525,25.88489842414856,4.6117,2.4805,2.2194,1.9871,1.8517,civen ituon tries mite courded oplans andere assed he\nin no-to Prinay speeow so two awas at spid too
0.0003,8,512,64,32,4,"[2048, 86]",1.7765991687774658,47.204548597335815,4.6485,2.4719,2.1739,1.9292,1.7661,"walking Pyrrana Arphad, But\nforning I now you a that detientesn stle.\nNamalfed smeted.\n""I a kme for"
0.0003,8,512,64,32,6,"[2048, 86]",1.6745986938476562,68.26671314239502,4.6311,2.4704,2.1724,1.9131,1.7501,wors derst. He sould for to the drent iterslesslet eenaming\nto fillite to that. Gratta nearal st and
0.0003,8,512,128,32,2,"[4096, 86]",1.9203048944473267,39.30856657028198,4.6001,2.4995,2.3748,2.1716,1.9822,"jorbeked the a K,.\n""Shook ra qas cumod's at fored fill gnis I their.\n""The nod Gratto beeit, wat of y"
0.0003,8,512,128,32,4,"[4096, 86]",1.8098978996276855,73.6519045829773,4.5410,2.4845,2.3432,2.0759,1.8715,"•Th.1 walk weth that He for for the Tray gratta. Suse. Iff the\ngoares! Namall 18\n""En Ely Rowe to p\nr"
